09.0 0.20059
09.1 0.16506
09.2 0.13641
09.3 0.11324
09.4 0.094497
09.5 0.079335
09.6 0.067025
09.7 0.056976
09.8 0.048691
09.9 0.041774
10.0 0.03595
10.1 0.031018
10.2 0.026778
10.3 0.023081
10.4 0.019863
10.5 0.017069
10.6 0.014618
10.7 0.012453
10.8 0.010558
10.9 0.0089051
11.0 0.007459
11.1 0.0061966
11.2 0.0051075
11.3 0.0041825
11.4 0.0033996
11.5 0.002736
11.6 0.0021771
11.7 0.00171
11.8 0.0013334
11.9 0.0010323
12.0 0.00078913
12 0.00078912
13 2.3689e-05
14 5.0347e-07
15 3.6219e-08
16 3.958e-09
17 5.7426e-11
18 1.4914e-13
19 9.7235e-15
20 2.5574e-14
25 3.3454e-17
30 7.5503e-17
