09.0  0.16699
09.1  0.14204
09.2  0.12074
09.3  0.10234
09.4  0.086541
09.5  0.073049
09.6  0.061608
09.7  0.051956
09.8  0.043842
09.9  0.037035
10.0  0.031325
10.1  0.026529
10.2  0.022494
10.3  0.019088
10.4  0.016200
10.5  0.013741
10.6  0.011649
10.7  0.0098694
10.8  0.0083497
10.9  0.0070472
11.0  0.0059355
11.1  0.0049900
11.2  0.0041832
11.3  0.0034906
11.4  0.0028973
11.5  0.0023959
11.6  0.0019757
11.7  0.0016223
11.8  0.0013224
11.9  0.0010707
12.0  8.6167e-04
12  8.6167e-04
13  6.9567e-05
14  2.7873e-06
15  4.6519e-08
16  2.2454e-09
17  3.8522e-11
18  9.6696e-15
19  4.5190e-15
20  2.0377e-14
25  1.5958e-14
30  4.3656e-14
