09.0  0.40041
09.1  0.34302
09.2  0.29235
09.3  0.24818
09.4  0.21011
09.5  0.17762
09.6  0.15010
09.7  0.12693
09.8  0.10748
09.9  0.091171
10.0  0.077503
10.1  0.066025
10.2  0.056352
10.3  0.048164
10.4  0.041211
10.5  0.035285
10.6  0.030215
10.7  0.025861
10.8  0.022111
10.9  0.018872
11.0  0.016074
11.1  0.013660
11.2  0.011573
11.3  0.0097623
11.4  0.0081933
11.5  0.0068427
11.6  0.0056882
11.7  0.0047051
11.8  0.0038651
11.9  0.0031534
12.0  0.0025567
12  0.0025567
13  2.1359e-04
14  8.8279e-06
15  1.5595e-07
16  7.3245e-09
17  1.5374e-10
18  8.9800e-14
19  6.7320e-15
20  1.1160e-14
25  1.7139e-16
30  5.1234e-17
