M 0.000 0.00438508
M 0.000 0.00438562
M 0.000 0.00442477
M 0.000 0.00444937
M 0.000 0.00439462
M 0.000 0.00434274
M 0.000 0.00445113
M 0.000 0.00440607
M 0.000 0.00441357
M 0.000 0.00428766
M 0.000 0.00443406
M 0.000 0.00438482
M 0.000 0.00438048
M 0.000 0.00439393
M 0.000 0.00441573
M 0.000 0.00441531
M 0.000 0.00450637
M 0.000 0.00436293
M 0.000 0.00439262
M 0.000 0.00437975
M 0.000 0.00445137
B 0.000 0.00233554
B 0.000 0.00227746
B 0.000 0.00224982
B 0.000 0.00225134
B 0.000 0.00224766
B 0.000 0.00227581
B 0.000 0.00223469
B 0.000 0.00231977
B 0.000 0.00229587
B 0.000 0.00228122
B 0.000 0.00225252
B 0.000 0.00226034
B 0.000 0.0022668
B 0.000 0.00222679
B 0.000 0.00231482
B 0.000 0.0022629
B 0.000 0.00229167
B 0.000 0.00226698
B 0.000 0.00226122
B 0.000 0.0022759
B 0.000 0.00228004
T 0.000 0.00120826
T 0.000 0.000903159
T 0.000 0.00144473
T 0.000 0.00127156
T 0.000 0.00131159
T 0.000 0.00129117
T 0.000 0.00120902
T 0.000 0.00106331
T 0.000 0.0010329
T 0.000 0.00115945
T 0.000 0.00122626
T 0.000 0.00154874
T 0.000 0.00121766
T 0.000 0.00105206
T 0.000 0.00108091
T 0.000 0.00130755
T 0.000 0.00113778
T 0.000 0.00101717
T 0.000 0.00101239
T 0.000 0.00126745
T 0.000 0.00145959
T-EEE 0.000 0.000655982
T-EEE 0.000 0.000525745
T-EEE 0.000 0.000401443
T-EEE 0.000 0.000756205
T-EEE 0.000 0.000658683
T-EEE 0.000 0.000751385
T-EEE 0.000 0.000572304
T-EEE 0.000 0.000504128
T-EEE 0.000 0.00058717
T-EEE 0.000 0.000905284
T-EEE 0.000 0.000515316
T-EEE 0.000 0.000755635
T-EEE 0.000 0.000472401
T-EEE 0.000 0.000853617
T-EEE 0.000 0.000623257
T-EEE 0.000 0.000674452
T-EEE 0.000 0.000556115
T-EEE 0.000 0.000584472
T-EEE 0.000 0.000645705
T-EEE 0.000 0.000471344
T-EEE 0.000 0.000611816
B-E1 0.000 0.00184718
B-E1 0.000 0.00188038
B-E1 0.000 0.00184926
B-E1 0.000 0.00185368
B-E1 0.000 0.00186311
B-E1 0.000 0.0019005
B-E1 0.000 0.00192315
B-E1 0.000 0.0018679
B-E1 0.000 0.00186769
B-E1 0.000 0.00187059
B-E1 0.000 0.00185973
B-E1 0.000 0.00190143
B-E1 0.000 0.0019153
B-E1 0.000 0.00184679
B-E1 0.000 0.00191361
B-E1 0.000 0.00186943
B-E1 0.000 0.0018833
B-E1 0.000 0.00190387
B-E1 0.000 0.00187383
B-E1 0.000 0.00186704
B-E1 0.000 0.00193777
M 0.021 0.00413778
M 0.021 0.00409608
M 0.021 0.00405227
M 0.021 0.00409912
M 0.021 0.00406911
M 0.021 0.00408815
M 0.021 0.00404931
M 0.021 0.00402887
M 0.021 0.00411902
M 0.021 0.00408827
M 0.021 0.00402287
M 0.021 0.00408651
M 0.021 0.00406196
M 0.021 0.00407304
M 0.021 0.00407763
M 0.021 0.00403781
M 0.021 0.00406357
M 0.021 0.00412918
M 0.021 0.00405186
M 0.021 0.00411193
M 0.021 0.00395997
B 0.021 0.00209497
B 0.021 0.00212599
B 0.021 0.00198983
B 0.021 0.00208647
B 0.021 0.00215901
B 0.021 0.00201895
B 0.021 0.00205719
B 0.021 0.0020551
B 0.021 0.00211803
B 0.021 0.00208555
B 0.021 0.00207298
B 0.021 0.002088
B 0.021 0.00196081
B 0.021 0.00209489
B 0.021 0.00206732
B 0.021 0.0020493
B 0.021 0.00205162
B 0.021 0.00207599
B 0.021 0.00208989
B 0.021 0.002049
B 0.021 0.00201798
T 0.021 0.00117366
T 0.021 0.000899068
T 0.021 0.00116782
T 0.021 0.00111863
T 0.021 0.00114162
T 0.021 0.000842097
T 0.021 0.000909208
T 0.021 0.00115382
T 0.021 0.000963369
T 0.021 0.00100149
T 0.021 0.000827461
T 0.021 0.00135243
T 0.021 0.000877397
T 0.021 0.000976499
T 0.021 0.000921102
T 0.021 0.000898877
T 0.021 0.00116741
T 0.021 0.000870212
T 0.021 0.000966348
T 0.021 0.00109297
T 0.021 0.000988704
T-EEE 0.021 0.00066631
T-EEE 0.021 0.000780548
T-EEE 0.021 0.000570822
T-EEE 0.021 0.000596962
T-EEE 0.021 0.00062576
T-EEE 0.021 0.0004765
T-EEE 0.021 0.000534015
T-EEE 0.021 0.000610457
T-EEE 0.021 0.000684867
T-EEE 0.021 0.000682107
T-EEE 0.021 0.00067719
T-EEE 0.021 0.000678216
T-EEE 0.021 0.00046712
T-EEE 0.021 0.00063849
T-EEE 0.021 0.000542328
T-EEE 0.021 0.000544773
T-EEE 0.021 0.000780958
T-EEE 0.021 0.000684685
T-EEE 0.021 0.000505443
T-EEE 0.021 0.000483272
T-EEE 0.021 0.000688614
B-E1 0.021 0.0017136
B-E1 0.021 0.00167823
B-E1 0.021 0.00175216
B-E1 0.021 0.00169722
B-E1 0.021 0.00171375
B-E1 0.021 0.00172693
B-E1 0.021 0.00172147
B-E1 0.021 0.00179596
B-E1 0.021 0.00170367
B-E1 0.021 0.00172623
B-E1 0.021 0.00172728
B-E1 0.021 0.00171417
B-E1 0.021 0.00174785
B-E1 0.021 0.00172931
B-E1 0.021 0.00173355
B-E1 0.021 0.00170226
B-E1 0.021 0.00170632
B-E1 0.021 0.00172011
B-E1 0.021 0.00172559
B-E1 0.021 0.00174282
B-E1 0.021 0.00171188
M 0.056 0.00274045
M 0.056 0.00274896
