M 0.000 0.00439981
M 0.000 0.00440099
M 0.000 0.00440235
M 0.000 0.00440606
M 0.000 0.00440174
M 0.000 0.0044066
M 0.000 0.0043961
M 0.000 0.00440348
M 0.000 0.00439945
M 0.000 0.00440738
M 0.000 0.00441026
M 0.000 0.00439898
M 0.000 0.00440083
M 0.000 0.00440147
M 0.000 0.00441125
M 0.000 0.00440585
M 0.000 0.00440813
M 0.000 0.0043996
M 0.000 0.00439524
M 0.000 0.00440618
M 0.000 0.0043972
B 0.000 0.0022516
B 0.000 0.00220932
B 0.000 0.00222631
B 0.000 0.00223105
B 0.000 0.00224498
B 0.000 0.00225559
B 0.000 0.0022507
B 0.000 0.00225824
B 0.000 0.00226266
B 0.000 0.00226275
B 0.000 0.00226765
B 0.000 0.00227053
B 0.000 0.00226533
B 0.000 0.00226677
B 0.000 0.00227161
B 0.000 0.00227093
B 0.000 0.00227634
B 0.000 0.00227459
B 0.000 0.00227654
B 0.000 0.00227124
B 0.000 0.00227217
T 0.000 0.00100292
T 0.000 0.00104063
T 0.000 0.00090031
T 0.000 0.00107961
T 0.000 0.00102134
T 0.000 0.00109852
T 0.000 0.00102863
T 0.000 0.00109743
T 0.000 0.00104202
T 0.000 0.00106023
T 0.000 0.0011083
T 0.000 0.0010626
T 0.000 0.00110476
T 0.000 0.00101522
T 0.000 0.00102455
T 0.000 0.00105749
T 0.000 0.000976669
T 0.000 0.000999093
T 0.000 0.00103602
T 0.000 0.00100218
T 0.000 0.00105373
T-EEE 0.000 0.000657187
T-EEE 0.000 0.000604288
T-EEE 0.000 0.000584679
T-EEE 0.000 0.000574163
T-EEE 0.000 0.000653381
T-EEE 0.000 0.00062824
T-EEE 0.000 0.000627789
T-EEE 0.000 0.000556847
T-EEE 0.000 0.000630615
T-EEE 0.000 0.000725106
T-EEE 0.000 0.000659062
T-EEE 0.000 0.000668258
T-EEE 0.000 0.000601862
T-EEE 0.000 0.000615563
T-EEE 0.000 0.000608857
T-EEE 0.000 0.00059937
T-EEE 0.000 0.000616197
T-EEE 0.000 0.000632519
T-EEE 0.000 0.000678035
T-EEE 0.000 0.000653325
T-EEE 0.000 0.000561004
B-E1 0.000 0.0018762
B-E1 0.000 0.00186182
B-E1 0.000 0.0018641
B-E1 0.000 0.00186403
B-E1 0.000 0.00186957
B-E1 0.000 0.00187059
B-E1 0.000 0.00187262
B-E1 0.000 0.00187041
B-E1 0.000 0.00187266
B-E1 0.000 0.00187909
B-E1 0.000 0.00188137
B-E1 0.000 0.0018827
