M 0.000 0.00552156
M 0.000 0.00552642
M 0.000 0.00555347
M 0.000 0.00558825
M 0.000 0.0054947
M 0.000 0.00548421
M 0.000 0.00559003
M 0.000 0.00556658
M 0.000 0.00552667
M 0.000 0.00540949
M 0.000 0.00556858
M 0.000 0.00550041
M 0.000 0.00549614
M 0.000 0.00549745
M 0.000 0.00555328
M 0.000 0.00553791
M 0.000 0.00563369
M 0.000 0.00550283
M 0.000 0.00550951
M 0.000 0.00552472
M 0.000 0.00559989
B 0.000 0.00318866
B 0.000 0.00312314
B 0.000 0.00311397
B 0.000 0.00308737
B 0.000 0.0030692
B 0.000 0.00313411
B 0.000 0.00305474
B 0.000 0.00318507
B 0.000 0.00314563
B 0.000 0.00312116
B 0.000 0.00308457
B 0.000 0.00308233
B 0.000 0.00311639
B 0.000 0.00304349
B 0.000 0.00317107
B 0.000 0.00310363
B 0.000 0.00315345
B 0.000 0.00312074
B 0.000 0.00308844
B 0.000 0.00313619
B 0.000 0.00310934
T 0.000 0.00235335
T 0.000 0.00224766
T 0.000 0.00242112
T 0.000 0.00243016
T 0.000 0.00237267
T 0.000 0.00238456
T 0.000 0.0023681
T 0.000 0.00243472
T 0.000 0.00238922
T 0.000 0.00236254
T 0.000 0.00239076
T 0.000 0.0024693
T 0.000 0.00239632
T 0.000 0.00237679
T 0.000 0.00245514
T 0.000 0.00236105
T 0.000 0.00234984
T 0.000 0.0023018
T 0.000 0.00241006
T 0.000 0.00234484
T 0.000 0.00242534
T-EEE 0.000 0.00205499
T-EEE 0.000 0.00203469
T-EEE 0.000 0.00205792
T-EEE 0.000 0.0020601
T-EEE 0.000 0.00205812
T-EEE 0.000 0.00208256
T-EEE 0.000 0.00206236
T-EEE 0.000 0.00201487
T-EEE 0.000 0.00207756
T-EEE 0.000 0.00204289
T-EEE 0.000 0.00201237
T-EEE 0.000 0.00209382
T-EEE 0.000 0.00208351
T-EEE 0.000 0.00206157
T-EEE 0.000 0.00208436
T-EEE 0.000 0.00202148
T-EEE 0.000 0.0020458
T-EEE 0.000 0.00196585
T-EEE 0.000 0.00207852
T-EEE 0.000 0.0020115
T-EEE 0.000 0.00202685
B-E1 0.000 0.00251933
B-E1 0.000 0.00259208
B-E1 0.000 0.00255211
B-E1 0.000 0.00256289
B-E1 0.000 0.00257759
B-E1 0.000 0.00263568
B-E1 0.000 0.00267116
B-E1 0.000 0.00258556
B-E1 0.000 0.00258937
B-E1 0.000 0.00258774
B-E1 0.000 0.0025753
B-E1 0.000 0.00262907
B-E1 0.000 0.00266498
B-E1 0.000 0.00259888
B-E1 0.000 0.00263133
B-E1 0.000 0.00260212
B-E1 0.000 0.00261402
B-E1 0.000 0.00260977
B-E1 0.000 0.00259352
B-E1 0.000 0.00260193
B-E1 0.000 0.00267121
M 0.021 0.00440613
M 0.021 0.0043606
M 0.021 0.00434733
M 0.021 0.00443658
M 0.021 0.0042483
M 0.021 0.00434476
M 0.021 0.00427953
M 0.021 0.00434501
M 0.021 0.00439848
M 0.021 0.00442147
M 0.021 0.00435702
M 0.021 0.00433758
M 0.021 0.00436598
M 0.021 0.00431406
M 0.021 0.00432161
M 0.021 0.00444857
M 0.021 0.004416
M 0.021 0.00434242
M 0.021 0.00442693
M 0.021 0.00439392
M 0.021 0.00437371
B 0.021 0.00243374
B 0.021 0.00232684
B 0.021 0.00237042
B 0.021 0.00236116
B 0.021 0.00242644
B 0.021 0.00238037
B 0.021 0.0024095
B 0.021 0.00244107
B 0.021 0.00240639
B 0.021 0.00240171
B 0.021 0.00247338
B 0.021 0.00246354
B 0.021 0.00243545
B 0.021 0.00237342
B 0.021 0.00246101
B 0.021 0.00240661
B 0.021 0.00241272
B 0.021 0.00243185
B 0.021 0.0023757
B 0.021 0.00240604
B 0.021 0.00245963
T 0.021 0.00185481
T 0.021 0.001824
T 0.021 0.0018269
T 0.021 0.001859
T 0.021 0.00177069
T 0.021 0.00180724
T 0.021 0.00181581
T 0.021 0.00178913
T 0.021 0.0018011
T 0.021 0.00178597
T 0.021 0.00179701
T 0.021 0.00185878
T 0.021 0.00186725
T 0.021 0.00182474
T 0.021 0.00176534
T 0.021 0.00179153
T 0.021 0.00184071
T 0.021 0.00177238
T 0.021 0.00178968
T 0.021 0.00180468
T 0.021 0.00182215
T-EEE 0.021 0.00157863
T-EEE 0.021 0.00156814
T-EEE 0.021 0.00159764
T-EEE 0.021 0.0015586
T-EEE 0.021 0.00156163
T-EEE 0.021 0.00160574
T-EEE 0.021 0.00153782
T-EEE 0.021 0.0015794
T-EEE 0.021 0.00159658
T-EEE 0.021 0.0015232
T-EEE 0.021 0.00161924
T-EEE 0.021 0.0015707
T-EEE 0.021 0.00153357
T-EEE 0.021 0.00155939
T-EEE 0.021 0.00155457
T-EEE 0.021 0.00157155
T-EEE 0.021 0.00150827
T-EEE 0.021 0.00155935
T-EEE 0.021 0.00155245
T-EEE 0.021 0.00156637
T-EEE 0.021 0.00164479
B-E1 0.021 0.00198124
B-E1 0.021 0.00196855
B-E1 0.021 0.00199437
B-E1 0.021 0.00200801
B-E1 0.021 0.00201325
B-E1 0.021 0.00198033
B-E1 0.021 0.0020114
B-E1 0.021 0.00197495
B-E1 0.021 0.00202009
B-E1 0.021 0.00198871
B-E1 0.021 0.00207703
B-E1 0.021 0.00202246
B-E1 0.021 0.00200201
B-E1 0.021 0.00201303
B-E1 0.021 0.00202329
B-E1 0.021 0.00203837
B-E1 0.021 0.00203113
B-E1 0.021 0.00202883
B-E1 0.021 0.0020069
B-E1 0.021 0.00195507
B-E1 0.021 0.00200441
M 0.056 0.00109535
M 0.056 0.0011028
M 0.056 0.00109742
M 0.056 0.00108027
M 0.056 0.00108118
M 0.056 0.0010996
M 0.056 0.0011112
M 0.056 0.00113936
M 0.056 0.00110852
M 0.056 0.00109578
M 0.056 0.00110314
M 0.056 0.00110871
M 0.056 0.00112376
M 0.056 0.00110052
M 0.056 0.00111466
M 0.056 0.00106689
M 0.056 0.00109561
M 0.056 0.00117692
M 0.056 0.00116718
M 0.056 0.00108803
M 0.056 0.00108641
B 0.056 0.000542863
B 0.056 0.000528602
B 0.056 0.000535869
B 0.056 0.00054113
B 0.056 0.000543014
B 0.056 0.000539423
B 0.056 0.00054827
B 0.056 0.000535298
B 0.056 0.000572449
B 0.056 0.000537866
B 0.056 0.00055054
B 0.056 0.000557657
B 0.056 0.00055307
B 0.056 0.000557026
B 0.056 0.000562346
B 0.056 0.000550096
B 0.056 0.0005514
B 0.056 0.000555428
B 0.056 0.000539323
B 0.056 0.000551484
B 0.056 0.000540524
T 0.056 0.000384431
T 0.056 0.000383001
T 0.056 0.000389482
T 0.056 0.000380524
T 0.056 0.000391277
T 0.056 0.000379969
T 0.056 0.000396362
T 0.056 0.000372203
T 0.056 0.000384115
T 0.056 0.000386188
T 0.056 0.000383879
T 0.056 0.00037615
T 0.056 0.000392702
T 0.056 0.000370524
T 0.056 0.000395055
T 0.056 0.000395826
T 0.056 0.000383336
T 0.056 0.000388858
T 0.056 0.000357993
T 0.056 0.000390617
T 0.056 0.000388635
T-EEE 0.056 0.000327213
T-EEE 0.056 0.000335116
T-EEE 0.056 0.000322902
T-EEE 0.056 0.000327489
T-EEE 0.056 0.000327388
T-EEE 0.056 0.0003345
T-EEE 0.056 0.000337045
T-EEE 0.056 0.000328807
T-EEE 0.056 0.000318388
